,Tweets,subjectivity,polarity,analysis
556,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
557,chinese never fought real battle know fight one expanded territory stealth treachery ruthless oppression world stood silent boycottchineseproducts boycottchina,0.35000000000000003,-0.2,Negative
558,still feeling sad tiktok bhai behno getwellsoon self explanatory boycottchina,1.0,-0.5,Negative
559,rt social jivani update india 638039 232838 386736 18399 updated 03 07 2020 20 52 26 boycottchina replaceit remove chinese apps download replace,0.03333333333333333,0.016666666666666666,Positive
560,sky falling agree still tv channels including busy making money running ads chinese products businesses large chinese investments every five minutes boycottchineseproducts boycottmadeinchina boycottchina,0.18214285714285713,0.07857142857142857,Positive
561,true need imply real life twitter main nahi boycottchina reality main boycott karo,0.4041666666666667,0.22083333333333333,Positive
562,world must exercise social responsibility promoting slavery name communism oppression millions uyghurs tibetans largely lost world boycottchina freetibet,0.2476190476190476,0.1238095238095238,Positive
563,said support anyone supports china economically game changer greedy sob never buy one thought might burn gasoline lol boycottchina,0.55,0.2,Positive
564,shares ip criminal gang beijing includes free database red chinese gestapo thanks boycottchina isolatechina banhuawei bantiktok baneverythingchinese,0.31,0.04,Positive
565,rt mahajan saying india stand china boycottchina impact china indian economy small compared china news might help revise thoughts,0.4,-0.25,Negative
566,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
567,rt aired japanese channel dragonwithoutfire boycottchina,0.35,0.05,Positive
568,rt hongkongpolice thought would fun joke blm blacklivesmatter dumbass china hongkong hongkongprotests hongkongneedshelp chinazi nationalsecuritylaw hongkongpolice hkpoliceterrorists hkpolicestate hongkongpoliceterrorists boycottchina ccp,0.2,0.3,Positive
569,rt find unique innovative solutions build product get funding help country adding little economy india startupindia startup economy risk business funding boycottchina,0.8333333333333334,0.22916666666666666,Positive
570,find unique innovative solutions build product get funding help country adding little economy india startupindia startup economy risk business funding boycottchina,0.8333333333333334,0.22916666666666666,Positive
571,china technology companies like zoom huawei spy agents ccp world ban huawei tiktok one live censorship surveillance ccp chinazi boycottchineseproduct boycottchina,0.5,0.13636363636363635,Positive
572,china technology companies like zoom huawei spy agents ccp world ban huawei tiktok one live censorship surveillance ccp chinazi boycottchineseproduct boycottchina,0.5,0.13636363636363635,Positive
573,rt adonis yes law giving hkpoliceterrorists even power insane standwithhongkong boycottchina,1.0,-1.0,Negative
574,rt 50 forces job modiji job honesty commitment let india indians resulted win modiinlehladakh boycottchina hindicheenibyebye hindichinibyebye indiafirst,0.4,0.8,Positive
575,rt indian businessmen coming together support pm modi aatmanirbharbharat campaign result chinese imports india receiving huge blow boycottchina chinapushedback indiachina,0.45,0.20000000000000004,Positive
576,rt shame china brutal immoral government world shi jinping politics bunch garbage leading world towards next world war shut china dirtiest chinese government shaneonchina boycottchina quadcountries,0.3333333333333333,-0.2916666666666667,Negative
577,rt 18 long years india may see trade surplus last time happened 2002 amp atal bihari vajpayee power congress busy signing mous collecting china money rajivgandhifoundation amp conducting fta studies years congressmuktbharat boycottchina,0.25555555555555554,0.016666666666666666,Positive
578,boycottchina xitler ask valdivostok careful russian brothers pla anything grab land,0.5,-0.05,Negative
579,hello world mouthpiece china india parents ruled india amp ravaged wealth glory amp rich cultural heritage rebuild amp shine thanks freehongkong freetaiwan boycottchina boycottcorruptcongress narendramodi,0.35000000000000003,0.225,Positive
580,boycottchina useless law curbing rights liberties hk citizens slaves china understand liberty,0.2,-0.5,Negative
581,boycottchina useless law curbing rights liberties hk citizens slaves china understand liberty,0.2,-0.5,Negative
582,congratulations cow boys trending boycottchina victory,0.16666666666666666,-0.13333333333333333,Negative
583,rt seems one deal greatest communist power world boycottchina,1.0,1.0,Positive
584,acknowledges evidence emerging airborne spread covid 19 means even homes safe social distancing repeated hand washing use earlier guidelines wrong hatred china keeps growing boycottchina,0.4916666666666667,0.008333333333333331,Positive
585,united states looking banning chinese social media apps including tiktok secretary state mike pompeo said monday aapdujamnagar ajnews us mikepompeo tiktokban boycottchina boycottchineseproducts donaldrump trump2020,0.03333333333333333,0.016666666666666666,Positive
586,rt china wants control everything american coporates allow tyranny grow control free world supressed hong kong one suppressed aware next standwithhongkong antichinazi boycottchina,0.22999999999999998,0.17,Positive
587,boycottchina dear honorable mr putin sir xitler wants take vladivostok also,0.1,0.2,Positive
588,rt savegujaratnre atmanirbharbharat boycottchina sir kindly boycott china met coke amp give chance revival gujarat nre coke ltd stop liquidation process amp save jobs,0.9,0.6,Positive
589,tiktok ban india still available download google trying defeat boycott china movement boycottchina,0.4,0.4,Positive
590,rt chinese involvement 5g security risk hell kind risk presented involvement nuclear infrastructure ban boycottchina,0.45,0.3,Positive
591,rt aired japanese channel dragonwithoutfire boycottchina,0.35,0.05,Positive
592,ccp necrotic cancer cell expanding world time remove cancer cells otherwise destroy world boycottchina antichinazi newwestberlin,0.0,-0.2,Negative
593,notice nz media really headline cases countries us china make us look bad china look good wonder followthemoney boycottchina,0.48888888888888893,0.06666666666666671,Positive
594,rt pehicc hope china one day bare consequences country zero animalwelfarelaws abomination yulin n wetmarkets n country spread pandemic around world boycottchina,0.1,0.05,Positive
595,rt wen wants friend virus country boycottchina isolatechina ccpisvirus,0.1,0.2,Positive
596,rt please world need act women right groups freeuyghurs standwithuyghur boycottchina,0.5357142857142857,0.2857142857142857,Positive
597,rt article 38 means anyone whichever nationality speaks hong kong government arrested matter thanks greta careful standwithhk nationalsecuritybill boycottchina,0.6,0.05,Positive
598,rt savegujaratnre atmanirbharbharat boycottchina sir kindly boycott china met coke amp give chance revival gujarat nre coke ltd stop liquidation process amp save jobs,0.9,0.6,Positive
599,yes please free uyghur free xinjiang freehongkong uyghurslivesmatter hongkongerlivesmatter boycottchineseproducts boycottchina banchinaproducts banchina antichinazi chinais chinamustfall chinavirus standwithhongkong,0.8,0.4,Positive
600,lol evil ccp found poor countries actually debtors support notorious law pathetic boycottchineseproducts boycottchina banchinaproducts banchina antichinazi chinais chinamustfall chinavirus standwithhongkong,0.6799999999999999,-0.32,Negative
601,today cares nobody world wants go virus producing country china chinesevirus covid19 boycottchina,0.1,0.2,Positive
602,much boycottchina boycottchineseproducts,0.2,0.2,Positive
603,chat privacy threat us firm develops 100 user controlled messaging blockchain socialmedia censorship cybersecurity usa telegram cybersecurity privacy boycottchina,0.4,-0.2,Negative
604,one day monkey eaten chinese monkey sitting nearby boycottchineseproducts boycottchina chinesevirus,0.0,-0.03333333333333333,Negative
605,rt savegujaratnre atmanirbharbharat boycottchina sir kindly boycott china met coke amp give chance revival gujarat nre coke ltd stop liquidation process amp save jobs,0.9,0.6,Positive
606,looking news content named global liars times chinese issues neighbours many countries virus producers blaming india boycottchina chinesevurus boycottchineseproducts,0.16666666666666666,0.16666666666666666,Positive
607,indian government took major step lieu safeguarding country security sovereignty banning 59 chinese apps safety concerns country administration boycott china chinese things boycottchina banofchineseapps ngo tarezameenfoundation,0.16666666666666666,0.020833333333333332,Positive
608,5 layer premium quality face mask particulate respirator kindly contact us bulk qty best prices corporate export n95 face mask madeinindia vocalforlocal boycottchina boycottchineseproduct maskindia masks thanks amp regards sanjeev phone 9599783350,0.35,0.45,Positive
609,rt savegujaratnre atmanirbharbharat boycottchina sir kindly boycott china met coke amp give chance revival gujarat nre coke ltd stop liquidation process amp save jobs,0.9,0.6,Positive
610,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
611,axios rundown new law hk make everyone worried ccp already coerced capitalism power agenda abroad attempting hi jack international law unprecedented boycottchina,0.4515151515151515,0.24545454545454545,Positive
612,rt dolly ethnic genocide without sanguinary scene poor uyghurs help boycottchina boycottchinaproducts,0.6,-0.4,Negative
613,rt pretty sad sorry talk much abt uyghur xinjiang issue old days china stopped next xinjiang occurs standwithhongkong boycottchina,0.5666666666666668,-0.07500000000000001,Negative
614,rt hope could support uyghurs concrete action could weak ccpchina boycottchina,0.3416666666666666,-0.041666666666666664,Negative
615,rt aired japanese channel dragonwithoutfire boycottchina,0.35,0.05,Positive
616,proud moment boycottchina,1.0,0.8,Positive
617,rt tiktok still available ban india u still keep huge risk data law put boycottchina chinese companies apps bound law provide intelligence data chinese govt needed,0.325,0.2,Positive
618,rt united states looking banning chinese social media apps including tiktok secretary state boycottchina,0.03333333333333333,0.016666666666666666,Positive
619,rt whole world going follow india china sooner later people around world hit back china keep watching good days coming china boycottchina,0.25,0.22499999999999998,Positive
620,rt normal response becomes difficult company ccpchina boycottchina,0.825,-0.175,Negative
621,rt boycottchina trend going china invented new madeinchina mark could confused eu certification mark beware lies,0.5772727272727273,-0.13181818181818183,Negative
622,rt better cut huawei soon possible one wants live surveillance ccp untrustworthy regime learn virus pandemic boycottchina,0.525,0.20909090909090908,Positive
623,rt hindu another pandemic erupts china country full viruses boycottchina,0.55,0.35,Positive
624,rt war upon time demon named china used spit virus mouth kill innocent humans devil china move stone age war rest world boycottchina boycottchineseproducts hongkongindependence,0.7,0.5,Positive
625,rt hind 1857 covid 19 virus biological attack globe attack turmoil lives people even losing lives dangerous biological attacks continue occur world root ccp terrorist eradicated boycottchina,0.9,-0.6,Negative
626,rt article 38 means anyone whichever nationality speaks hong kong government arrested matter thanks greta careful standwithhk nationalsecuritybill boycottchina,0.6,0.05,Positive
627,rt freetibet boycottchina freehongkong vacateaksaichin china illegally occupied several years atleast boycottchinaproducts immediately pledge never ever welcome leader soil,0.4666666666666666,0.10000000000000002,Positive
628,rt think need magic whitewash hong kong image waste taxpayers money since care standwithhk boycottchina,0.5,0.15,Positive
629,rt please world need act women right groups freeuyghurs standwithuyghur boycottchina,0.5357142857142857,0.2857142857142857,Positive
630,rt aderholt thank standwithhongkong unfailing support really encouraging keep fight hope world sees ccp evilness dire situation boycottchina,0.2,0.2,Positive
631,rt many companies voice loud intl issues blm environmental concerns etc stay low uyghurs inhumane situation police brutality hong kong hypocrites boycottchina infiltrates free world market,0.6599999999999999,0.019999999999999997,Positive
632,rt hey mess u r bad r ur dad trust u ur commies congis chamchas presstitutes reformed rejuvenated revived modi forget treachery treason spread chinese virus boycottchina,0.2805555555555555,-0.2916666666666666,Negative
633,rt right merely empty words make difference lot starting boycottchineseapp like tiktok govt concrete actions revoking foreign nationality ccp hk officials families appreciated boycottchina,0.2767857142857143,0.06845238095238096,Positive
634,rt social wani update india 743481 265670 457058 20653 updated 08 07 2020 00 17 25 boycottchina replaceit remove chinese apps download replace,0.03333333333333333,0.016666666666666666,Positive
635,rt wow roads china poor quality constructions cause many people die china every year qarmy rhtrades usmca aybar forex japanese javascript love virus mgros netas trudeaucorruption boycottchina,0.54,0.13999999999999999,Positive
636,rt wow roads china poor quality constructions cause many people die china every year qarmy rhtrades usmca aybar forex japanese javascript love virus mgros netas trudeaucorruption boycottchina,0.54,0.13999999999999999,Positive
637,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
638,first india galwan valley hong kong china provokes vietnam via galwanvalleyclash boycottchina,0.3333333333333333,0.25,Positive
639,thanks australia supporting hongkong standwithhk boycottchina ccp terrorist chinamustpay chinavsworld,0.225,0.225,Positive
640,rt made emotional wish bharat mata ki jai ho bharat birthplace buddha bow guru stay safe hind ki sena istandwithindianarmy boycottchina boycottmadeinchina indiachinafaceoff india,0.575,0.25,Positive
641,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
642,rt days ago tiktok deleted 8 million reviews googleplay usa ban india already banned exiting china friends evil ccp come huge price standwithhongkong makechinapay boycottchina,0.95,-0.29999999999999993,Negative
643,rt agree warnings taken seriously china global threat people entire animal world planet whole boycottchina boycottchineseproducts maga2020 americafirst anywherebutchina,0.4229166666666666,-0.033333333333333326,Negative
644,rt stand solidarity feel pain emotions darkest hour night comes dawn hope dawn near us boycottchina boycottchineseproducts freehongkong freetibet freetaiwan freeuyghurs,0.4,0.1,Positive
645,rt days ago tiktok deleted 8 million reviews googleplay usa ban india already banned exiting china friends evil ccp come huge price standwithhongkong makechinapay boycottchina,0.95,-0.29999999999999993,Negative
646,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
647,rt real china boycottchineseproduct boycottchina boycottchineseapp,0.30000000000000004,0.2,Positive
648,rt protest anthem banned hong kong schools new security office opens gestapo hongkong boycottchina,0.45454545454545453,0.13636363636363635,Positive
649,protest anthem banned hong kong schools new security office opens gestapo hongkong boycottchina,0.45454545454545453,0.13636363636363635,Positive
650,rt aired japanese channel dragonwithoutfire boycottchina,0.35,0.05,Positive
651,strongly condemn national security law hong kong freehongkong freetibet boycottchina,0.7333333333333333,0.4333333333333333,Positive
652,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
653,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
654,rt real china boycottchineseproduct boycottchina boycottchineseapp,0.30000000000000004,0.2,Positive
655,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
656,even sales good promote even use chinese software specially invite chinese team train staff lets stop giving business pls use products madeinindia boycottchina boycottchinaproducts boycottarrivae vocalforlocal,0.29285714285714287,0.2642857142857143,Positive
657,rt made china made concentration camps forced labor buy one less product day buy week boycott month one step time share agree madeinchina boycottchina,0.13333333333333333,-0.23333333333333334,Negative
658,china rapid digging mainly depends stealing international technology lose avenue theft restrict ccp using economy threaten european countries boycottchina boycottchineseproducts chinazi,0.1111111111111111,0.05555555555555555,Positive
659,standwithhongkong freehongkong indians strongly stand boycottchina boycottcomunistmaoist,0.7333333333333333,0.4333333333333333,Positive
660,sameshitdifferentday china confucius institutes rebrand overseas propaganda rows us iran aka 1 state sponsor terrorism norway aka friend iran japan england korea taiwan canada boycottchina germany france exitgermany,0.1,-0.1,Negative
661,rt airborne china trying win world war 3 biological weapons without firing single bullet people rest world except china deal simply agenda boycottchineseproducts boycottchina,0.3238095238095238,0.24285714285714288,Positive
662,rt aired japanese channel dragonwithoutfire boycottchina,0.35,0.05,Positive
663,rt dolly ethnic genocide take actions late sanctionchina boycottchinaproducts boycottchina chinazi,0.6,-0.3,Negative
664,airborne china trying win world war 3 biological weapons without firing single bullet people rest world except china deal simply agenda boycottchineseproducts boycottchina,0.3238095238095238,0.24285714285714288,Positive
665,rt fact china overpowered destroy international financial centre easily one able stop make china pay boycottchina stop using spy apps tiktok,0.2916666666666667,0.14666666666666667,Positive
666,organharvesting evil uyghur genocide amp crimes humanity chinese officials us iran aka 1 state sponsor terrorism norway aka friend mullahs japan england korea taiwan canada boycottchina germany france exitgermany,0.5,-0.5,Negative
667,rt thanks vicky xu conscientious chinese dissident ccp regime report china uyghur slavery boycottchina brands acquiring slave labor complicit uyghur slavery uyghurgenocide,0.1,0.1,Positive
668,rt wow roads china poor quality constructions cause many people die china every year qarmy rhtrades usmca aybar forex japanese javascript love virus mgros netas trudeaucorruption boycottchina,0.54,0.13999999999999999,Positive
669,boycottchina one safe land shall holding game promoting fair competition always play dirty,0.65,0.04999999999999999,Positive
670,whole india campaigning boycottchina promoting chinese mobile making banner item sir,0.2,0.1,Positive
671,better nothing ccp boycottchina claimed donald trump broke law safety ensured,0.5,0.5,Positive
672,rt made china made concentration camps forced labor buy one less product day buy week boycott month one step time share agree madeinchina boycottchina,0.13333333333333333,-0.23333333333333334,Negative
673,rt aired japanese channel dragonwithoutfire boycottchina,0.35,0.05,Positive
674,yes trust fbi know exactly ccp tries interfere country controversial matter work catalyst destabilize china real threat democracy chinesevirus kungfluvirus boycottchina boycottmadeinchina,0.47500000000000003,0.22500000000000003,Positive
675,rt aderholt thank standwithhongkong unfailing support really encouraging keep fight hope world sees ccp evilness dire situation boycottchina,0.2,0.2,Positive
676,rt days ago tiktok deleted 8 million reviews googleplay usa ban india already banned exiting china friends evil ccp come huge price standwithhongkong makechinapay boycottchina,0.95,-0.29999999999999993,Negative
677,rt payalrohtagi oye stop payal rohtagi tweeter c indians fuck tweeter come back right way otherwise boycotttwitter start boycottchina,0.37857142857142856,-0.038095238095238106,Negative
678,rt fact china overpowered destroy international financial centre easily one able stop make china pay boycottchina stop using spy apps tiktok,0.2916666666666667,0.14666666666666667,Positive
679,rt indian businessmen coming together support pm modi aatmanirbharbharat campaign result chinese imports india receiving huge blow boycottchina chinapushedback indiachina,0.45,0.20000000000000004,Positive
680,rt shame china brutal immoral government world shi jinping politics bunch garbage leading world towards next world war shut china dirtiest chinese government shaneonchina boycottchina quadcountries,0.3333333333333333,-0.2916666666666667,Negative
681,rt aired japanese channel dragonwithoutfire boycottchina,0.35,0.05,Positive
682,rt many companies voice loud intl issues blm environmental concerns etc stay low uyghurs inhumane situation police brutality hong kong hypocrites boycottchina infiltrates free world market,0.6599999999999999,0.019999999999999997,Positive
683,rt fang hk china thought open 2 fronts india face possible 5 front action ready served lol boycottchineseproducts boycottchina,0.5599999999999999,0.22000000000000003,Positive
684,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
685,rt payalrohtagi oye stop payal rohtagi tweeter c indians fuck tweeter come back right way otherwise boycotttwitter start boycottchina,0.37857142857142856,-0.038095238095238106,Negative
686,payalrohtagi oye stop payal rohtagi tweeter c indians fuck tweeter come back right way otherwise boycotttwitter start boycottchina,0.37857142857142856,-0.038095238095238106,Negative
687,rt aired japanese channel dragonwithoutfire boycottchina,0.35,0.05,Positive
688,many people know mg hector chinese car boycottchineseproduct boycottchineseproducts winniethepooh boycottchina indiachinastandoff indiastandwitharmyandmodi indiapushesbackchina galwanvalley kungfluvirus chinesevirus,0.25,0.25,Positive
689,kuwonu good best boycottchina,0.45000000000000007,0.85,Positive
690,good see check country origin product myntra bottom page product boycottchineseproduct boycottchina myntra,0.6000000000000001,0.7,Positive
691,first india countries also thinking banning chinese items countries including us australia countries boycottchineseproduct boycottchina,0.16666666666666666,0.125,Positive
692,rt real china boycottchineseproduct boycottchina boycottchineseapp,0.30000000000000004,0.2,Positive
693,rt real china boycottchineseproduct boycottchina boycottchineseapp,0.30000000000000004,0.2,Positive
694,made people hate china much boycottchina boycottchinaproducts,0.55,-0.30000000000000004,Negative
695,rt aired japanese channel dragonwithoutfire boycottchina,0.35,0.05,Positive
696,rt aired japanese channel dragonwithoutfire boycottchina,0.35,0.05,Positive
697,china desperate 2occupy galwan n shud unitedly fight china fronts vande matram jai ho n jai hind u agree video true n hindustan ko kewal hindustaniyo neharaya wuhanlabmadevirus bycottchina bycottchinaproduct bycottchineseproducts,0.825,-0.125,Negative
698,afraid tiktok army would become human bomb country ready blast amp kill pla could pla bycottchinaproduct hindicheenibyebye hindichinibyebye,0.5,-0.13333333333333333,Negative
699,excellent news indeed next expected fm imperialistic n expansionist china put entire world dock spreading wuhanlabmadevirus soln 2rein china 2 bycottchina n bycottchinaproduct jai ho n jai hind,0.50625,0.225,Positive
700,ppl like rajiv bajaj responsible dependence chinese products want supply cheap products make money instead supplying indian made products ofcourse higher side prices shame parasites bycottchinaproduct,0.4375,0.21250000000000002,Positive
701,pocom2 redminote9pro faster charger difference also chinese bycottchinaproduct dont launch similar spec phones similar prices series camera amp charging speed sucks,0.275,-0.075,Negative
702,uk return try get refund make people aware buy chinese product bycottchinaproduct,0.125,0.125,Positive
703,better china believe bloody communist country bycottchinaproduct,0.7,-0.15000000000000002,Negative
704,shiwei lstn peking duck put nose indian politics otherwise loose nose beijing indiachinastandoff bycottchinaproduct bycottmadeinchina,0.2692307692307692,-0.07692307692307693,Negative
705,shame shame china companies need ban india bycottchinaproduct china tibetfree country need free china hanging state tibbet hongkong,0.8,0.4,Positive
706,gt stupid chinese know lord gautam buddha amp monk bodhidharma bycottchinaproduct bycottchineseapp bycottmadeinchina supportmadeinindia,0.5,-0.39999999999999997,Negative
707,two neighbouring countries contribution world one ceos google microsoft adobe many india another sars covid g4virus many china bycottchina chinafiles bycottchinaproduct,0.5,0.5,Positive
708,nahi laude mat le bycottchinaproduct wo baat alag hai ki mere pas vivo ka phone hai par phir v ek tweet kar ke gyan chodu toh ban jaunga na,0.5,-0.5,Negative
709,rt way go bro entire nation bycottchineseproducts bycottchinaproduct guy shamelessly promoting one looks like loyal glued master,0.7291666666666667,0.16666666666666666,Positive
710,way go bro entire nation bycottchineseproducts bycottchinaproduct guy shamelessly promoting one looks like loyal glued master,0.7291666666666667,0.16666666666666666,Positive
711,tweet written emotions run economy ground level knowledge necessary bycottchinaproduct trend emotions fade news channels new spicy news millions small scale businesses going suffer coming days,0.6181818181818182,-0.03787878787878788,Negative
712,china banned google facebook twitter many foreign website social media app china want people use country app india banned many 59 chinese app banned app country also banned chinese app bycottchina bycottchinaproduct,0.1986111111111111,0.15138888888888888,Positive
713,chinese mobile mi 9 note pro sell 30 1lakh mobile social media boycott status msg govt bycottchinaproduct,0.03333333333333333,0.016666666666666666,Positive
714,rt yes right spreading hate india bycottchina bycottchinaproduct bycottglobaltimes,0.7178571428571429,-0.2571428571428572,Negative
715,many countries including america brazil india suffered deadly epidemic world main reason china still ignoring result even serious bycottchinaproduct,0.475,0.03333333333333334,Positive
716,yes ready bycottchineseapp bycottchina bycottchinaproduct jai hind jai bharat,0.5,0.2,Positive
717,yes ready bycottchineseapp bycottchina bycottchinaproduct jai hind jai bharat,0.5,0.2,Positive
718,look video horrible bycottchina bycottchinaproduct chinesemobile need get nation within year get substitute products,1.0,-1.0,Negative
719,ek pehle bycottchinaproduct chal rha hai upar se tum logo ki service bhi aisi hai 3 days action taken go,0.1,0.1,Positive
720,chinese foreign ministry giving statement tiktok ak sure titok others app entertainment part deep assets bycottchinaproduct,0.3534722222222222,0.09375,Positive
721,chinese foreign ministry giving statement tiktok ak sure titok others app entertainment part deep assets bycottchinaproduct,0.3534722222222222,0.09375,Positive
722,good morning aaj kya boycott krna hai tiktok netflix bycottchina bycottkarnjohrgangmovie bycottsalmankhan bycottchinaproduct,0.6000000000000001,0.7,Positive
723,bycottchina bycottchinaproduct never successful people working top level guarding chinese firms india nonsensical statements like firms indian chinese madeinindia projected wrongly,0.47000000000000003,-0.075,Negative
724,chineseappsblocked finally one dream cames true 59chineseapps digitalairstrike bycottchinaproduct,0.825,0.175,Positive
725,chinese apps need bycott right bycottchina bycottchinaproducts bycottchinese bycottmadeinchina bycottchinaproduct bycottchinaapps tag apps application applications tiktok tiktokbanindia chineseappsblocked cmscanner 59chinese,0.26785714285714285,0.14285714285714285,Positive
726,2 2 let shed light laymen term got 100 lost 2 would care 2 freedomofspeech newindia bycottchinaproduct,0.7,0.4,Positive
727,plzz report tube channel still supporting chinese mobile boycottchineseproducts,0.125,0.125,Positive
728,rt apparently today china restaurants hotels boardings cafes started boycotting indians still accepting chinese products boycottchina boycottchineseproducts democracyforchina,0.175,0.025,Positive
729,rt techno really grat app pure make india 100 pure indian upmanchapp digitalindia boycottchina indianapp,0.39999999999999997,0.20952380952380953,Positive
730,rt thanks support boycottmulan support freedom standwithhongkong boycottchina need help sos hkers,0.2,0.2,Positive
731,rt 800 000 worth 13 ton real human hair detected us custom hair harvested uyghur detainees chinese concentration camps act stop buying made china retweet agree uyghurs boycottchinaproducts boycottchina,0.08333333333333333,0.09999999999999999,Positive
732,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
733,rt china crackdown international financial centre easily one stop global threat boycottchina,0.20833333333333334,0.10833333333333334,Positive
734,rt 800 000 worth 13 ton real human hair detected us custom hair harvested uyghur detainees chinese concentration camps act stop buying made china retweet agree uyghurs boycottchinaproducts boycottchina,0.08333333333333333,0.09999999999999999,Positive
735,rt proud dem herocycles boycottchineseproducts boycottchina,1.0,0.8,Positive
736,proud dem herocycles boycottchineseproducts boycottchina,1.0,0.8,Positive
737,800 000 worth 13 ton real human hair detected us custom hair harvested uyghur detainees chinese concentration camps act stop buying made china retweet agree uyghurs boycottchinaproducts boycottchina,0.08333333333333333,0.09999999999999999,Positive
738,watching change diapers lol boycottchina boycottchineseproducts freetibet hongkongindependence hongkongisnotchina chinesevirus,0.7,0.8,Positive
739,patrick boycottchina important step safeguarding national security,1.0,0.4,Positive
740,apparently today china restaurants hotels boardings cafes started boycotting indians still accepting chinese products boycottchina boycottchineseproducts democracyforchina,0.175,0.025,Positive
741,rt camscanner banned india given pdf uploaded sub divisional officer pune scanned camscanner penal action using banned apps boycottchineseproduct boycottchina,0.1,0.1,Positive
742,rt camscanner banned india given pdf uploaded sub divisional officer pune scanned camscanner penal action using banned apps boycottchineseproduct boycottchina,0.1,0.1,Positive
743,com gutter heaven uighur best place khatana boycottmadeinchina boycottchina sushantsingrajput boycottchineseproducts,0.3,1.0,Positive
744,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
745,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
746,rt wow roads china poor quality constructions cause many people die china every year qarmy rhtrades usmca aybar forex japanese javascript love virus mgros netas trudeaucorruption boycottchina,0.54,0.13999999999999999,Positive
747,rt camscanner banned india given pdf uploaded sub divisional officer pune scanned camscanner penal action using banned apps boycottchineseproduct boycottchina,0.1,0.1,Positive
748,rt watch latest video take current india vs china scenario indian citizen contribute help nation link bio podcastkarenge karengepodcast podcast india china indiavschina banchina boycottchina madeinindia atmanirbharbharat,0.65,0.25,Positive
749,rt fact china overpowered destroy international financial centre easily one able stop make china pay boycottchina stop using spy apps tiktok,0.2916666666666667,0.14666666666666667,Positive
750,still ready overtake china still running toward use alternative instead create makeinindia never successful change mindset beacreator beinnovator boycottchina,0.725,-0.0875,Negative
751,novartis fcpa enforcement action fines penalties cost recidivism bigpharma boycottnovartis followthemoney boycottchina,0.1,0.1,Positive
752,rt threat posed chinese government chinese communist party economic national security christopher wray director fbi chinesethreat usa ccpthreat nationalsecurity boycottchina fbidirector fbi gt,0.06666666666666667,0.06666666666666667,Positive
753,rt camscanner banned india given pdf uploaded sub divisional officer pune scanned camscanner penal action using banned apps boycottchineseproduct boycottchina,0.1,0.1,Positive
754,armyday camscanner banned india given pdf uploaded sub divisional officer pune scanned camscanner penal action using banned apps boycottchineseproduct boycottchina camscanner,0.1,0.1,Positive
755,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
756,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
757,camscanner banned india given pdf uploaded sub divisional officer pune scanned camscanner penal action using banned apps boycottchineseproduct boycottchina,0.1,0.1,Positive
758,46 countries decided fortify china genocide game wow china quick spreading diseases mind sickness worldwide un humanrights boycottchina humanity matters,0.6333333333333333,0.01111111111111109,Positive
759,rt boycottchina many forgetting getting diverted main goal aatmanirbharbharat boycott china possible encourage indian goods goods manufactured india destroying throwing chinese products swadeshifirst,0.36666666666666664,0.09333333333333332,Positive
