,Unnamed: 0.1,text
123,123,children in china locked up for as long as 10 days at internet addiction camp https://t.co/a77qacjqux um reeducation camps. #china #boycottchineseproducts #boycottchina #news https://t.co/jv463r3vce
124,124,guys the 3k follower celeb has threatend me to take down my tweet stay with be my fellow people #prishahasgonerogue #helpme #boycottchina @bandprisha @kushalcg
125,125,rt @sanaya_speaks: भारत और चीन के बीच गलवान घाटी में छिड़ी जंग चीन को बहुत महंगी पड़ने वाली है. #boycottchina की मुहिम अब रंग लाने लगी है. देश के बड़े-बड़े बिजनसमैन भी इस मुहिम से जुड़ने लगे हैं. विभिन्न क्षेत्रों में कारोबार करने वाली कंपनी jsw ग्रुप ने सीमा पर जारी तनाव के बीच चीन से 40 करोड़ https://t.co/kn0ryfrd3i
126,126,"@thebat1926 jackie chan and liu yifei (the mulan actress) are not a heroes in real life. heroes are people who stand with justice and protect the weaks
#boycottchina #boycottmulan"
127,127,"rt @auighur: real #china's police!

#icantbreathe #icantbreath #boycottchineseproduct #boycottchina 

https://t.co/ntkioqkis0"
128,128,rt @sanaya_speaks: भारत और चीन के बीच गलवान घाटी में छिड़ी जंग चीन को बहुत महंगी पड़ने वाली है. #boycottchina की मुहिम अब रंग लाने लगी है. देश के बड़े-बड़े बिजनसमैन भी इस मुहिम से जुड़ने लगे हैं. विभिन्न क्षेत्रों में कारोबार करने वाली कंपनी jsw ग्रुप ने सीमा पर जारी तनाव के बीच चीन से 40 करोड़ https://t.co/kn0ryfrd3i
129,129,"rt @abpnews: साइकिल बनाने वाली फेमस कंपनी हीरो साइकिल ने चीन को बड़ा झटका दिया है. हीरो ने चीन के साथ 900 करोड़ रुपये की डील रद्द कर दी है.

#herocycles 
#boycottchina 

https://t.co/bq1xykolbu"
130,130,rt @sanaya_speaks: भारत और चीन के बीच गलवान घाटी में छिड़ी जंग चीन को बहुत महंगी पड़ने वाली है. #boycottchina की मुहिम अब रंग लाने लगी है. देश के बड़े-बड़े बिजनसमैन भी इस मुहिम से जुड़ने लगे हैं. विभिन्न क्षेत्रों में कारोबार करने वाली कंपनी jsw ग्रुप ने सीमा पर जारी तनाव के बीच चीन से 40 करोड़ https://t.co/kn0ryfrd3i
131,131,rt @sanaya_speaks: भारत और चीन के बीच गलवान घाटी में छिड़ी जंग चीन को बहुत महंगी पड़ने वाली है. #boycottchina की मुहिम अब रंग लाने लगी है. देश के बड़े-बड़े बिजनसमैन भी इस मुहिम से जुड़ने लगे हैं. विभिन्न क्षेत्रों में कारोबार करने वाली कंपनी jsw ग्रुप ने सीमा पर जारी तनाव के बीच चीन से 40 करोड़ https://t.co/kn0ryfrd3i
132,132,"@mgmotorin mg cars is owned by chinese company saic motors.

so not to buy it. #boycottchina"
133,133,rt @driverrrrh: @ceccgov #boycottchina https://t.co/bnagnhan8w
134,134,"rt @hembharadwaj_st: #makeinindia राखी से लेकर दिवाली तक सभी त्यौहार कैसे होंगे पूरी तरह भारतीय। इसके लिए @caitindia ने शुरू की तैयारियां ताकि बाजारों में न हो भारतीय सामान की कमी। 
#boycottchina  
@sandhyatimes4u 
@nbtdilli 
@navbharattimes https://t.co/jqlzitu5si"
135,135,"china porikistan dream project 😂🤣#boycottmadeinchina #boycottchina
#boycottchineseproducts #boycottchinaproducts  #madeinindia 
#aatmanirbharbharat #chinavirus #wuhanvirus #ccpvirus #makeinindia #59apps https://t.co/myntgi3esm"
136,136,rt @sanaya_speaks: भारत और चीन के बीच गलवान घाटी में छिड़ी जंग चीन को बहुत महंगी पड़ने वाली है. #boycottchina की मुहिम अब रंग लाने लगी है. देश के बड़े-बड़े बिजनसमैन भी इस मुहिम से जुड़ने लगे हैं. विभिन्न क्षेत्रों में कारोबार करने वाली कंपनी jsw ग्रुप ने सीमा पर जारी तनाव के बीच चीन से 40 करोड़ https://t.co/kn0ryfrd3i
137,137,this #yulin obscenity happened yet again this year! enough is enough! #boycottchina #boycottchineseproducts #boycotthuawei https://t.co/czoseaq1h0
138,138,"rt @yogrishiramdev: #चीनी_बन्द 
""हम भूखे रहने को तैयार हैं, लेकिन देश पर बुरी नजर डालने वालों के साथ कतई काम नहीं करेंगे"" कोलकाता में #zomato के #delivery_boys ने #china के खिलाफ प्रदर्शन किया और #zomato की टी-शर्ट जलाईं. 

#boycottchineseproducts  
#boycottchina https://t.co/bj0didlmc2"
139,139,rt @sanaya_speaks: भारत और चीन के बीच गलवान घाटी में छिड़ी जंग चीन को बहुत महंगी पड़ने वाली है. #boycottchina की मुहिम अब रंग लाने लगी है. देश के बड़े-बड़े बिजनसमैन भी इस मुहिम से जुड़ने लगे हैं. विभिन्न क्षेत्रों में कारोबार करने वाली कंपनी jsw ग्रुप ने सीमा पर जारी तनाव के बीच चीन से 40 करोड़ https://t.co/kn0ryfrd3i
140,140,rt @sanaya_speaks: भारत और चीन के बीच गलवान घाटी में छिड़ी जंग चीन को बहुत महंगी पड़ने वाली है. #boycottchina की मुहिम अब रंग लाने लगी है. देश के बड़े-बड़े बिजनसमैन भी इस मुहिम से जुड़ने लगे हैं. विभिन्न क्षेत्रों में कारोबार करने वाली कंपनी jsw ग्रुप ने सीमा पर जारी तनाव के बीच चीन से 40 करोड़ https://t.co/kn0ryfrd3i
141,141,rt @sanaya_speaks: भारत और चीन के बीच गलवान घाटी में छिड़ी जंग चीन को बहुत महंगी पड़ने वाली है. #boycottchina की मुहिम अब रंग लाने लगी है. देश के बड़े-बड़े बिजनसमैन भी इस मुहिम से जुड़ने लगे हैं. विभिन्न क्षेत्रों में कारोबार करने वाली कंपनी jsw ग्रुप ने सीमा पर जारी तनाव के बीच चीन से 40 करोड़ https://t.co/kn0ryfrd3i
142,142,rt @sanaya_speaks: भारत और चीन के बीच गलवान घाटी में छिड़ी जंग चीन को बहुत महंगी पड़ने वाली है. #boycottchina की मुहिम अब रंग लाने लगी है. देश के बड़े-बड़े बिजनसमैन भी इस मुहिम से जुड़ने लगे हैं. विभिन्न क्षेत्रों में कारोबार करने वाली कंपनी jsw ग्रुप ने सीमा पर जारी तनाव के बीच चीन से 40 करोड़ https://t.co/kn0ryfrd3i
143,143,rt @sanaya_speaks: भारत और चीन के बीच गलवान घाटी में छिड़ी जंग चीन को बहुत महंगी पड़ने वाली है. #boycottchina की मुहिम अब रंग लाने लगी है. देश के बड़े-बड़े बिजनसमैन भी इस मुहिम से जुड़ने लगे हैं. विभिन्न क्षेत्रों में कारोबार करने वाली कंपनी jsw ग्रुप ने सीमा पर जारी तनाव के बीच चीन से 40 करोड़ https://t.co/kn0ryfrd3i
144,144,"rt @knowthenation: here are a few aatmanirbhar indian apps that can replace the 59 banned chinese apps!

#aatmanirbharbharat #boycottchina #boycottchineseapps https://t.co/vx8ug3szzt"
145,145,"rt @abpnews: साइकिल बनाने वाली फेमस कंपनी हीरो साइकिल ने चीन को बड़ा झटका दिया है. हीरो ने चीन के साथ 900 करोड़ रुपये की डील रद्द कर दी है.

#herocycles 
#boycottchina 

https://t.co/bq1xykolbu"
146,146,"rt @theharshadahir: today, we are launching garud file transfer, share apps, movies, music, documents, and more.

- no ads
- very easy and clean user interface
- made in india

hoping for your love and support.

download here : https://t.co/pcjdjyd32y

#boycottchina #swadeshifirst
#vocalforlocal ❤️ https://t.co/rtrnkjue2x"
147,147,ab #boycottchina  karke k batao toh jaane k kisme me kitna hai dum😏😏😏 https://t.co/t0ngrpf6ai
148,148,😂🤣 ये किसने किया ....? #boycottchineseproduct  #boycottchina https://t.co/9zhx1pjv0c
